salary,existing_loans,credit_score,loan_amount,loan_duration,employment_years,debt_ratio,income_stability,credit_utilization,loan_to_income,approved
59709.75377168016,429.3827063665924,674,25726.15207873905,48,1.9,8.6294,12.6667,32.0,0.4309,1
35672.803750313644,4341.190818378369,664,30954.921359773765,12,18.4,100.0,100.0,33.8182,0.8677,1
66700.01520522048,2410.5467724055097,850,121920.90668638666,84,2.6,43.3681,17.3333,0.0,1.8279,1
51960.88638407041,10499.028504585123,677,101946.8476915458,60,2.9,100.0,19.3333,31.4545,1.962,0
87657.02139421848,31832.60943073346,569,35659.33805573002,6,4.3,100.0,28.6667,51.0909,0.4068,0
32169.30910650048,2371.415580669211,642,44657.584371489436,36,20.5,88.4601,100.0,37.8182,1.3882,1
40271.637338831904,8494.570078640252,507,82666.22243323068,24,1.4,100.0,9.3333,62.3636,2.0527,0
38744.15203321265,1766.1473210742372,643,84647.85433531909,24,5.7,54.7018,38.0,37.6364,2.1848,1
20371.477324669064,6665.349937183667,583,41211.04509340783,84,6.3,100.0,42.0,48.5455,2.023,0
58552.095964328866,4987.961345378575,723,68243.68021292062,240,4.7,100.0,31.3333,23.0909,1.1655,0
57333.086581543685,28605.929047264923,606,31676.77880152326,36,0.5,100.0,3.3333,44.3636,0.5525,0
49171.43153554208,7502.715424301867,640,71456.10158679528,120,5.6,100.0,37.3333,38.1818,1.4532,0
42584.589584770256,3440.1902140232846,599,27579.35503128003,180,0.3,96.9418,2.0,45.6364,0.6476,0
20968.520217637397,969.1715486049613,789,59940.27383977696,24,4.5,55.4644,30.0,11.0909,2.8586,1
38086.41006739114,1311.8949097714903,624,60289.31464983837,48,6.7,41.3343,44.6667,41.0909,1.583,1
39909.56466573701,2042.4102011270584,796,46159.3933436642,36,1.2,61.4111,8.0,9.8182,1.1566,1
30291.83970222772,2311.7742844909585,715,71762.00414151353,240,9.2,91.5801,61.3333,24.5455,2.369,1
44499.29267127138,15209.883954104884,688,73177.36022410917,60,0.2,100.0,1.3333,29.4545,1.6445,0
62469.299940183766,6590.107880934356,679,71033.33276383401,240,9.3,100.0,62.0,31.0909,1.1371,1
152011.5130524806,5928.469158283548,681,378860.25560645206,36,3.1,46.8002,20.6667,30.7273,2.4923,0
54434.13336815712,975.2520507303832,495,143777.46477326148,120,1.2,21.4994,8.0,64.5455,2.6413,0
57212.645861839155,15736.8893132407,627,121126.15403455129,24,0.7,100.0,4.6667,40.5455,2.1171,0
46879.34491702438,10264.540894990885,717,20008.289138677545,48,15.3,100.0,100.0,24.1818,0.4268,1
15502.200658862957,560.5335417561305,646,28354.6376979852,6,0.4,43.39,2.6667,37.0909,1.8291,0
48247.132489442934,9843.495204819634,537,113906.47476548931,60,1.1,100.0,7.3333,56.9091,2.3609,0
50824.71982633685,6274.002404939071,645,33979.27977831873,48,2.1,100.0,14.0,37.2727,0.6686,0
214903.693058269,682.0699637573462,786,197155.01812827418,120,4.8,3.8086,32.0,11.6364,0.9174,1
43677.283656388376,4904.35296485362,749,117174.6554763917,180,3.9,100.0,26.0,18.3636,2.6827,0
58743.066346069485,5303.99054731948,645,20814.351336714015,120,0.7,100.0,4.6667,37.2727,0.3543,0
48010.40024432455,1450.0126209745317,726,111977.69421013026,120,1.7,36.2425,11.3333,22.5455,2.3324,1
24313.649450874193,23305.575419195968,620,38395.820769394086,24,1.4,100.0,9.3333,41.8182,1.5792,0
97313.56656375418,15175.646465877478,513,146581.9489579159,36,1.2,100.0,8.0,61.2727,1.5063,0
76969.13833211568,8845.635122081743,576,24565.51927608348,36,2.6,100.0,17.3333,49.8182,0.3192,0
78796.13041454671,4963.569917351086,775,197965.44576981253,48,6.1,75.5911,40.6667,13.6364,2.5124,1
28406.336831314307,4245.037374054752,628,36119.43083439087,180,1.2,100.0,8.0,40.3636,1.2715,0
113740.70128897885,8420.858674512468,630,200191.2781568667,180,2.3,88.8427,15.3333,40.0,1.7601,0
21139.304566753453,6307.25979443034,626,44999.488197671795,240,2.5,100.0,16.6667,40.7273,2.1287,0
69711.05944666895,514.3722402170124,802,153162.1586985394,6,18.7,8.8544,100.0,8.7273,2.1971,1
182457.65094963828,5747.763375472284,780,525687.1601827673,120,15.5,37.8023,100.0,12.7273,2.8811,1
27056.382406341392,13135.83830694506,827,46932.484520752994,6,8.1,100.0,54.0,4.1818,1.7346,1
34899.27597377922,4918.2359610578405,637,48134.57468037725,12,1.4,100.0,9.3333,38.7273,1.3792,0
52041.191023245636,426.83978806759467,673,149618.4133426798,84,0.4,9.8424,2.6667,32.1818,2.875,1
36239.849509123254,12344.640854489895,528,73700.89622383712,120,1.9,100.0,12.6667,58.5455,2.0337,0
19333.641518787204,1798.797869486992,768,21363.789144400118,6,1.6,100.0,10.6667,14.9091,1.105,1
51079.462372402544,2393.944725986962,556,32765.09800599495,24,3.5,56.2405,23.3333,53.4545,0.6415,1
25916.05064495391,1439.775547339213,667,66731.1650474711,84,7.5,66.6664,50.0,33.2727,2.5749,1
65130.970889768796,3206.3888837737136,562,83230.23772359901,180,9.8,59.0758,65.3333,52.3636,1.2779,1
28235.7859985958,11309.37398253213,602,58822.71641927408,120,9.3,100.0,62.0,45.0909,2.0833,1
124238.78061373573,5861.524268192343,583,195204.51033847063,120,2.2,56.6154,14.6667,48.5455,1.5712,1
30639.583321621198,1834.1106782967074,601,25648.714017077316,180,5.8,71.833,38.6667,45.2727,0.8371,1
40407.192903869254,16818.739210123902,606,77765.81839910621,240,1.9,100.0,12.6667,44.3636,1.9246,0
79866.38504663286,16934.280408638675,606,37045.56636068158,24,0.3,100.0,2.0,44.3636,0.4638,0
23423.180019252544,16357.441440819493,716,33167.800093117505,120,6.0,100.0,40.0,24.3636,1.416,0
56188.98165854176,2182.8333312553664,561,99783.78390898922,6,0.0,46.6177,0.0,52.5455,1.7759,1
107396.79861616297,4800.7431714583445,667,158660.1720646696,120,2.6,53.6412,17.3333,33.2727,1.4773,1
18685.63001918788,33592.12579943961,747,43377.099441237995,84,2.0,100.0,13.3333,18.7273,2.3214,0
54763.56147167302,11827.714977462228,608,138847.39012537253,120,5.9,100.0,39.3333,44.0,2.5354,0
57292.76769785105,220.3462290950522,592,136491.78606308572,6,7.3,4.6152,48.6667,46.9091,2.3824,1
78361.94734917652,539.4207025528841,631,31720.521271568843,60,1.8,8.2604,12.0,39.8182,0.4048,1
23337.798386388335,4987.944782168503,744,19233.79240121352,84,8.3,100.0,55.3333,19.2727,0.8241,1
22197.302071167895,19194.548397229446,665,38819.53585866993,48,1.7,100.0,11.3333,33.6364,1.7488,0
67048.05897486999,6189.684688031364,607,189345.02659890856,48,3.0,100.0,20.0,44.1818,2.824,0
58582.471164959505,5510.2539123911365,688,149642.085585379,84,6.5,100.0,43.3333,29.4545,2.5544,1
56970.889749201815,891.6877961328353,561,146691.10650482337,24,5.9,18.782,39.3333,52.5455,2.5748,1
60347.14546257245,8555.0715450477,704,67508.06586927091,60,21.9,100.0,100.0,26.5455,1.1187,1
32597.313860829167,13812.411605041596,682,47576.083455707085,84,1.3,100.0,8.6667,30.5455,1.4595,1
56350.828285083575,3829.707695737474,625,88521.85751243864,6,5.4,81.5542,36.0,40.9091,1.5709,1
58445.12062694227,11955.023346706974,582,42367.0593528564,12,4.7,100.0,31.3333,48.7273,0.7249,1
31932.805604021265,26700.521296416784,579,12258.4916028633,36,12.3,100.0,82.0,49.2727,0.3839,1
150161.2066044856,1822.9019449073048,692,428956.1831660939,120,0.9,14.5676,6.0,28.7273,2.8566,1
65140.36958696399,5927.4406216170855,748,61878.399220846506,240,7.0,100.0,46.6667,18.5455,0.9499,0
23985.815209851306,2707.738935112431,599,22735.24373716323,60,4.2,100.0,28.0,45.6364,0.9479,0
72688.0419541529,12594.667545739792,686,38170.19501403702,6,1.6,100.0,10.6667,29.8182,0.5251,1
27314.99227077908,6894.294727517159,483,76672.38926403121,240,3.2,100.0,21.3333,66.7273,2.807,0
78609.73001109104,8053.716142666208,603,146629.959826953,48,2.0,100.0,13.3333,44.9091,1.8653,0
98238.88046564523,12792.50175560853,647,206399.84013765035,84,4.3,100.0,28.6667,36.9091,2.101,0
29959.16626548114,4033.0575673742433,577,82724.97540870991,60,11.0,100.0,73.3333,49.6364,2.7613,1
87380.34733978754,19729.313700903724,575,107755.21229864121,180,4.2,100.0,28.0,50.0,1.2332,0
62797.37524756517,6091.902699643049,596,124217.58773320704,120,5.0,100.0,33.3333,46.1818,1.9781,0
80276.81239226332,1375.3728927145469,673,32492.72439780013,36,3.7,20.5595,24.6667,32.1818,0.4048,1
152982.03720485652,9523.166275971103,635,123041.28419074627,48,0.3,74.7003,2.0,39.0909,0.8043,1
42309.508643460154,12610.398767391638,470,107650.77684632892,84,1.3,100.0,8.6667,69.0909,2.5444,0
31187.05242801939,3047.2923583656825,480,73921.87703743463,120,3.4,100.0,22.6667,67.2727,2.3703,0
28747.076158662418,15569.319844106898,601,35839.99366825054,48,1.9,100.0,12.6667,45.2727,1.2467,0
30046.871629026067,18927.885168249333,686,39583.409003905945,180,1.0,100.0,6.6667,29.8182,1.3174,0
46804.70328278169,2593.711676563715,430,81468.12474359196,240,3.5,66.4987,23.3333,76.3636,1.7406,0
60155.682247131015,32845.57697825391,610,18085.84873753867,36,1.9,100.0,12.6667,43.6364,0.3007,1
57873.47722515705,1213.2047230440442,607,55058.494353513444,36,1.5,25.1557,10.0,44.1818,0.9514,1
80523.95118659912,1805.3305305174063,761,69429.83493401554,120,3.1,26.9038,20.6667,16.1818,0.8622,1
49404.71456332252,1628.9320021405738,619,48234.0182843071,6,0.7,39.5654,4.6667,42.0,0.9763,1
117256.65529721823,17953.75291347306,680,290321.120255052,120,13.1,100.0,87.3333,30.9091,2.4759,1
41823.17539080739,8497.299108277626,661,44128.44425456879,48,10.1,100.0,67.3333,34.3636,1.0551,1
250722.36740066,1319.9810100024304,479,204867.1442549149,6,6.1,6.3177,40.6667,67.4545,0.8171,1
71353.4095950139,4643.1695591189755,711,118554.4994852681,36,0.6,78.0874,4.0,25.2727,1.6615,0
29310.628191703363,7642.2906843836945,667,77299.20793672065,12,7.5,100.0,50.0,33.2727,2.6372,0
25782.841748609135,697.2322026692588,690,24536.091818895788,36,8.3,32.451,55.3333,29.0909,0.9516,1
65478.914197434395,17124.843522738185,850,33528.337597920385,120,7.3,100.0,48.6667,0.0,0.512,1
42869.775756724935,13020.959075628865,483,54114.20870919424,48,0.6,100.0,4.0,66.7273,1.2623,0
75237.14191543666,5628.922624654689,787,174449.34593058305,6,5.2,89.7789,34.6667,11.4545,2.3187,1
65117.10704755057,27320.7353844007,627,116355.44501647033,84,9.0,100.0,60.0,40.5455,1.7869,1
46924.84941562513,4326.993816235158,672,117562.80067627224,6,4.3,100.0,28.6667,32.3636,2.5053,0
29493.458416916485,33136.68301160939,646,85262.60350239876,180,5.2,100.0,34.6667,37.0909,2.8909,0
19753.612503813587,8819.034973077512,616,48202.541763718466,24,3.1,100.0,20.6667,42.5455,2.4402,0
37499.80563055197,8055.661675948168,604,72384.68654774352,24,3.8,100.0,25.3333,44.7273,1.9303,0
81947.92607023497,1451.7423656530782,676,133740.84178081024,60,0.2,21.2585,1.3333,31.6364,1.632,1
55740.16417918916,17091.668992704446,528,22752.384372975474,240,5.1,100.0,34.0,58.5455,0.4082,0
23215.065752373746,4461.796250801802,710,68662.48826683356,60,0.4,100.0,2.6667,25.4545,2.9577,0
54388.52948254579,1416.1259558614752,616,72630.38956592938,60,2.9,31.2447,19.3333,42.5455,1.3354,1
61771.07104841776,101.50135298348499,559,43920.230821593126,6,1.7,1.9718,11.3333,52.9091,0.711,1
28844.8151499577,6563.403533711005,613,60577.39751541412,48,3.9,100.0,26.0,43.0909,2.1001,0
53757.31681774818,5996.040917268025,750,57390.14923142098,60,0.7,100.0,4.6667,18.1818,1.0676,0
50763.112152386566,10165.278757976752,607,95515.93941771638,120,5.9,100.0,39.3333,44.1818,1.8816,0
24691.58611092623,17676.988845883425,678,46525.6977071943,6,7.9,100.0,52.6667,31.2727,1.8843,1
60759.11652559821,661.894401444396,591,91349.54030104239,48,0.9,13.0725,6.0,47.0909,1.5035,1
68629.01721982702,10519.13035008474,710,175520.10209890647,24,0.6,100.0,4.0,25.4545,2.5575,0
93885.45420529874,1660.2479532421532,704,95332.32915524514,12,0.8,21.2205,5.3333,26.5455,1.0154,1
92252.1835204422,15625.406820548467,797,139421.46272909385,120,10.5,100.0,70.0,9.6364,1.5113,1
21448.250928267655,13676.873716888036,635,37572.37565814879,84,3.8,100.0,25.3333,39.0909,1.7518,0
27925.76381821618,6226.046674392804,703,58414.74262887349,240,3.1,100.0,20.6667,26.7273,2.0918,0
66770.80147672132,9909.695546496501,657,161366.5981853221,84,0.6,100.0,4.0,35.0909,2.4167,0
66720.7695205382,3019.1052048911715,753,91139.21431622661,48,5.2,54.2998,34.6667,17.6364,1.366,1
66771.29901842667,5096.674294315693,592,136502.3526529074,180,10.1,91.5964,67.3333,46.9091,2.0443,0
494666.4096139321,13791.471247671701,709,349555.80727210897,48,8.8,33.4564,58.6667,25.6364,0.7066,1
69046.41968311765,4918.61054739266,634,194583.1587550752,12,4.9,85.4835,32.6667,39.2727,2.8181,0
96890.75484670322,3542.82236949245,644,129277.34009699311,24,0.4,43.8781,2.6667,37.4545,1.3343,1
86890.24574809101,5453.108432678914,657,197215.47193630706,36,0.6,75.3103,4.0,35.0909,2.2697,0
72463.24529046316,14093.687962139391,670,25718.721763073365,48,0.3,100.0,2.0,32.7273,0.3549,1
40572.20288971536,3266.249123714669,640,34648.8757261107,24,1.5,96.6055,10.0,38.1818,0.854,0
77294.76679094275,1526.9753515303648,667,124840.54555014384,84,0.7,23.7063,4.6667,33.2727,1.6151,1
30831.89149076883,9958.747853882269,776,82360.66637111454,48,1.5,100.0,10.0,13.4545,2.6713,0
42527.61191008366,13988.598186279183,728,73300.12003870259,48,2.4,100.0,16.0,22.1818,1.7236,0
36635.825201988635,848.5526087847073,719,102970.49317507663,60,14.3,27.7942,95.3333,23.8182,2.8107,1
51489.05210828693,2194.1697464650824,613,82704.37340102966,84,4.7,51.1372,31.3333,43.0909,1.6063,1
196574.1789363232,1224.9482724866812,578,319278.25063340995,240,9.0,7.4778,60.0,49.4545,1.6242,1
15988.754085627379,3420.9668924484495,726,10000.0,240,6.2,100.0,41.3333,22.5455,0.6254,1
73995.24506361467,4787.802783361697,720,182558.98633637128,120,0.6,77.645,4.0,23.6364,2.4672,0
18627.056947542544,11052.885555870582,767,18008.76184992549,180,6.7,100.0,44.6667,15.0909,0.9668,1
36932.26656261427,8424.850604284013,601,100786.44627228369,36,1.6,100.0,10.6667,45.2727,2.729,0
94218.3611446375,7760.244922791448,631,259969.694735396,48,5.1,98.8374,34.0,39.8182,2.7592,0
50948.36824061693,3475.546971255768,518,145046.81002331176,48,2.1,81.8605,14.0,60.3636,2.8469,0
25677.056609956806,14733.358760274466,618,43769.68382408605,120,30.3,100.0,100.0,42.1818,1.7046,0
31914.56521706112,5098.478752351409,729,67919.08469698812,180,1.5,100.0,10.0,22.0,2.1282,0
73700.04209622706,30945.939332759128,612,177026.9760883079,84,1.6,100.0,10.6667,43.2727,2.402,0
31627.42873323025,8044.083016078181,701,20676.09850879221,48,13.3,100.0,88.6667,27.0909,0.6537,1
55819.310440757414,1079.822857448202,634,107317.33695099186,24,0.1,23.214,0.6667,39.2727,1.9226,1
50379.67525336458,9020.479556086042,675,19779.27882574791,6,6.0,100.0,40.0,31.8182,0.3926,1
33158.01650065508,3145.573575356882,558,54492.8268387547,180,6.5,100.0,43.3333,53.0909,1.6434,0
177436.21187582883,9275.238912199091,656,127412.55049389672,48,9.1,62.7284,60.6667,35.2727,0.7181,1
71707.55663195963,577.4792405563546,410,56928.048385904745,180,18.3,9.6639,100.0,80.0,0.7939,1
15000.0,1537.8255236729722,635,19284.426451050364,240,18.6,100.0,100.0,39.0909,1.2856,1
54823.41095195945,15488.952408145042,519,80457.76064044744,36,0.3,100.0,2.0,60.1818,1.4676,0
32955.9836440562,2061.668346454279,746,65337.39771505281,48,8.6,75.0699,57.3333,18.9091,1.9826,1
81753.18112755757,14514.059296902655,712,40954.80626709964,36,5.2,100.0,34.6667,25.0909,0.501,0
30469.685702371236,2619.9931150299785,687,50578.69578131401,12,5.2,100.0,34.6667,29.6364,1.66,1
45759.65721615234,8237.510142001878,771,36291.428235325824,6,0.7,100.0,4.6667,14.3636,0.7931,1
66369.4651428051,9477.29894743711,574,122765.7880475241,120,5.3,100.0,35.3333,50.1818,1.8497,0
82409.26233034764,5750.2598503083955,789,166548.4972355989,36,20.2,83.7322,100.0,11.0909,2.021,1
23856.74238073758,2914.3244015118566,724,43016.4498635154,48,12.1,100.0,80.6667,22.9091,1.8031,1
40106.72313608592,1912.6020813174864,631,91980.6737455213,60,2.9,57.2254,19.3333,39.8182,2.2934,1
36865.5508733751,270.02095368448573,740,44465.19836328491,120,0.2,8.7894,1.3333,20.0,1.2061,1
33123.638496646156,2898.6288952096743,561,78363.49976116748,120,2.2,100.0,14.6667,52.5455,2.3658,0
141389.32636065304,8471.19796873776,584,207626.14252342135,84,8.8,71.8968,58.6667,48.3636,1.4685,0
62504.19956933983,22284.39556727499,601,100462.8840519499,36,6.0,100.0,40.0,45.2727,1.6073,0
23005.06360452828,16396.234128771193,607,47157.52186301027,60,3.1,100.0,20.6667,44.1818,2.0499,0
85026.40788600007,11621.688197979023,565,29722.480470123774,36,0.3,100.0,2.0,51.8182,0.3496,0
175131.73098311902,12426.25074730961,747,361784.397430706,84,2.8,85.1445,18.6667,18.7273,2.0658,1
91078.6917502121,8748.637471373386,629,179441.4080317788,6,3.2,100.0,21.3333,40.1818,1.9702,0
19700.080882485854,2411.9425063781614,678,22390.86007010632,48,13.2,100.0,88.0,31.2727,1.1366,1
36660.66116490307,19018.040737560725,604,19490.441412651347,240,5.1,100.0,34.0,44.7273,0.5316,1
104835.3905040401,8887.07373936055,504,57190.401337406496,240,1.9,100.0,12.6667,62.9091,0.5455,0
32061.086674969993,6575.859903091043,671,89537.12874819775,36,3.7,100.0,24.6667,32.5455,2.7927,0
63977.814697044494,941.1695830741172,497,138259.52306641964,84,0.3,17.653,2.0,64.1818,2.1611,0
78024.67736094254,4739.981787071497,644,50183.682372507945,180,18.0,72.8997,100.0,37.4545,0.6432,1
28108.905225437982,4934.798598423964,540,35505.83551375057,48,2.2,100.0,14.6667,56.3636,1.2632,0
47300.908730790215,15994.025534855715,808,89857.72947076589,36,3.2,100.0,21.3333,7.6364,1.8997,1
